age,salary,phone,remote_work
35.0,94259.08,-2049561212,True
35.0,82174.75,-7730626041,False
30.0,63370.22,-3597371121,False
35.0,101472.69,-2990775607,True
25.0,77213.73,-5816704685,False
40.0,73749.96,-1114576831,True
40.0,86618.37,-1021923784,False
,59911.33,-8471296179,True
,59137.64,-3324260507,False
35.0,108474.65,-184980424,True
25.0,54417.71,-3733777311,False
40.0,88211.94,-6881228216,False
25.0,58452.18,-8192365345,True
30.0,80706.28,-605603566,True
30.0,,-9327986238,True
25.0,99471.89,-8471690617,True
40.0,64431.22,-1205464753,False
40.0,52633.48,-8954787697,False
,79315.01,-9992751757,True
25.0,110391.17,-8914444982,False
40.0,53714.83,-5539354357,True
40.0,114587.11,-6449639242,True
35.0,93177.35,-5885379820,False
25.0,62312.13,-4339527535,False
,81137.46,-7497852490,False
30.0,104528.27,-4168601346,False
30.0,112395.56,-7894896339,False
25.0,81849.36,-6791766511,False
40.0,118288.91,-2150014187,False
25.0,59555.1,-4216309000,True
40.0,70661.31,-5944633398,True
,109988.16,-9485320894,True
,101101.24,-3263890218,True
30.0,112427.58,-9471136336,True
,119389.15,-9223410345,False
40.0,105861.23,-9967331166,True
40.0,50869.61,-7269608436,True
30.0,,-6855078966,True
30.0,90856.21,-9352196262,True
30.0,111008.63,-3556434368,True
25.0,52289.99,-7093170694,True
,97926.56,-5607676163,True
25.0,53609.38,-5345472238,False
,95372.09,-8983065030,False
30.0,95432.69,-2198041846,True
30.0,97615.87,-2426423641,False
35.0,86867.78,-8131909247,False
40.0,106615.71,-7623039110,False
30.0,112856.21,-4281785227,False
25.0,60356.78,-2305248087,True
,117870.22,-622072238,False
40.0,95127.91,-5947372131,False
25.0,78818.42,-9016204786,False
40.0,108933.55,-6886878598,True
,68200.52,-6486287202,True
25.0,116934.97,-1954196663,True
,99567.78,-5057303626,True
30.0,90216.76,-9246320373,True
30.0,96588.73,-7677537259,True
35.0,71109.18,-3214505765,True
40.0,50300.6,-1945887070,False
35.0,60295.84,-5534820127,False
35.0,113012.21,-4008385075,False
35.0,65425.54,-5975954507,True
25.0,86850.37,-9177680897,True
30.0,81182.07,-1265742230,True
,92222.03,-9646300401,True
35.0,79934.83,-3693626893,True
35.0,111201.12,-3012047136,False
40.0,100960.05,-2711759573,False
30.0,64544.87,-9885582983,True
25.0,78662.24,-9330674583,True
30.0,102867.06,-7609441282,True
40.0,107595.95,-3372188565,True
40.0,,-6954132970,False
35.0,95766.91,-5066626704,True
30.0,51990.98,-5143776935,True
25.0,83634.01,-6343925294,True
40.0,,-9611110285,True
30.0,82273.08,-7120072023,False
30.0,94537.3,-5591024509,True
35.0,85970.65,-9109032670,True
25.0,111071.02,-4949819420,False
35.0,56708.34,-7942817933,False
25.0,104516.55,-652775843,False
25.0,108210.15,-6634533721,True
40.0,,-109121721,True
35.0,80935.65,-1455937660,False
30.0,107020.19,-8943705262,False
30.0,118677.67,-5100462775,False
25.0,63744.57,-5725659201,False
40.0,,-4617520237,False
25.0,62934.73,-9743260054,False
30.0,74654.23,-9550178331,True
,,-5848689992,True
30.0,118150.59,-6079848703,True
,91256.64,-5069176798,False
30.0,85997.57,-3593744038,False
25.0,84707.12,-4640830372,False
,84559.9,-6060148859,False
,81076.91,-8490793883,False
40.0,,-1368528305,False
25.0,97356.31,-1537012423,True
40.0,114770.32,-4626325143,True
35.0,109082.07,-8811210313,False
40.0,99944.57,-2175188780,True
40.0,116509.72,-7941515262,False
30.0,84253.9,-8409112251,True
25.0,54776.01,-8837505660,False
40.0,71192.68,-8632397912,False
,96346.53,-7876553006,True
,116680.63,-3095055604,True
25.0,76343.56,-7121988191,False
30.0,99424.14,-7788519052,False
35.0,57656.74,-4864010423,True
40.0,77396.94,-6245618516,True
,54299.68,-4460045211,False
35.0,103563.58,-8991511454,True
25.0,74588.85,-1293913043,False
30.0,113727.23,-8818984840,False
25.0,72828.18,-6046154020,False
,98717.09,-1901707567,False
40.0,56840.8,-1429831521,True
35.0,61663.91,-9107322835,True
30.0,109523.4,-849378305,True
25.0,65812.02,-3963845268,True
,54708.88,-6944391648,True
40.0,107661.73,-7016934291,True
40.0,79002.0,-9132033015,True
,86135.69,-2341903105,False
30.0,115601.4,-1537221555,True
,64045.36,-6847323652,True
30.0,80477.21,-3774604066,False
30.0,61240.9,-2007843613,True
40.0,51939.29,-2442607818,True
40.0,95284.54,-7543734763,False
35.0,106247.67,-2737203762,True
25.0,110170.88,-8821458413,True
25.0,52615.44,-8460191343,True
30.0,82547.26,-3899827801,False
35.0,63049.22,-586950731,True
35.0,115229.12,-1464493698,True
25.0,60687.63,-9516793349,False
30.0,67492.73,-5573857367,True
,77821.79,-119236036,False
35.0,69146.95,-6811872332,False
35.0,90224.82,-5104096148,True
,62603.98,-7315391148,False
35.0,71148.27,-8307482072,False
40.0,52031.74,-6511893939,True
35.0,,-6557820189,False
,116680.63,-4322302332,False
30.0,51990.98,-2470739200,True
30.0,,-3546212759,True
30.0,100215.06,-2508261122,True
40.0,114587.11,-1261632487,False
30.0,71318.79,-8995729892,True
30.0,77764.24,-7629745492,False
